city,country,lng,lat
Bolton,United Kingdom,-2.4473178333333334,53.57620016666667
Bolu,Turkey,31.5128,40.7142
Bolzano,Italy,11.089516545454545,46.40810318181818
Bom Jesus do Itabapoana,Brazil,-41.676010999999995,-21.136757
Bomdila,India,92.236876,27.357756
Bon Air,United States,-77.592285,37.511694
Bonao,Dominican Republic,-69.94874200000001,18.45901
Bondo,Kenya,34.258582000000004,-0.092234
Bondy,France,2.489576,48.909737
Bongaree,Australia,153.14275859999998,-27.0337271
Bonheiden,Belgium,4.559507,51.016652
Bonita Springs,United States,-81.804562,26.272189
Bonn,Germany,7.113777683962262,50.72065387075469
Bonne Terre,United States,-90.533073,37.913205
Bonney Lake,United States,,
Bonnyrigg,United Kingdom,-3.0900529999999997,55.880264000000004
Bontang,Indonesia,117.488281,0.131716
Bonāb,Iran,46.037859999999995,37.388482
Boone,United States,-84.136337,37.3920266
Booneville,United States,-88.56247900000001,34.667213000000004
Boonton,United States,-74.404143,40.903177
Boonville,United States,,
Boothbay,United States,-69.580011,43.859991
Boothbay Harbor,United States,-69.640451,43.843833000000004
Boothwyn,United States,-75.44126,39.830515999999996
Bootle,United Kingdom,-2.990881,53.4465685
Borama,Somalia,43.222272,9.947132
Borba,Portugal,-7.458388,38.807997
Bordeaux,France,-0.51695045,44.936032999999995
Bordentown,United States,-74.756341,40.078212
Bordj Bou Arreridj,Algeria,4.800476000000001,36.046878
Bordj el Kiffan,Algeria,3.178194,36.741294
Bordon,United Kingdom,-0.8800385,51.1089985
Borehamwood,United Kingdom,-0.262201,51.657651
Borgarnes,Iceland,-21.66085,64.66397799999999
Borger,United States,-101.405974,35.657005
Borgheim,Norway,10.387012,59.199849
Borgholzhausen,Germany,8.271777,52.09684
Borgo Maggiore,San Marino,12.455074,43.953503999999995
Borgo a Mozzano,Italy,10.514277,43.987136
Borgomanero,Italy,8.460606,45.704273
Borlänge,Sweden,15.43988225,60.4747645
Borna,Germany,12.50554,51.13425
Borne,Netherlands,6.75091,52.302307
Borok,Russia,38.239721,58.062501
Borongan,Philippines,125.44188799999999,11.660681
Borough of Queens,United States,-73.886368,40.744761
Borstel,Germany,10.193371,53.821268
Boryeong,South Korea,126.57931299999998,36.403806
Borås,Sweden,12.929454857142856,57.724649
Borūjerd,Iran,48.74307400000001,33.874832
Bosaso,Somalia,49.201944,11.242222
Bosisio Parini,Italy,9.251464,46.128394
Boskovice,Czechia,16.649410500000002,49.493847
Bossier City,United States,-93.67157366666667,32.535092
Boston,United Kingdom,-0.010129,52.991054000000005
Boston,United States,-71.08539449266866,42.352138994134926
Bostānābād,Iran,46.829202,37.846542
Botevgrad,Bulgaria,23.788147,42.906715000000005
Bothell,United States,-122.19461097857142,47.78661101428572
Bothwell,United Kingdom,-3.987224,55.946371
Botngård,Norway,9.633004,63.817724
Bottesford,United Kingdom,-0.8180270000000001,52.946636
Bottrop,Germany,6.917664,51.535498
Botucatu,Brazil,-48.44987337499999,-22.887916875
Bouaké,Ivory Coast,-5.0667485,7.6866275
Boucherville,Canada,-73.43920355555555,45.57586844444444
Bouguenais,France,-1.587314,47.165135
Boulder,United States,-105.39829280373833,40.00545422429905
Boulder City,United States,-115.07951550000001,36.075138499999994
Boulder Creek,United States,-122.122579,37.128257
Boulogne-Billancourt,France,2.2684487894736844,48.8154677368421
Boulogne-sur-Mer,France,,
Boumerdas,Algeria,3.472584,36.7613135
Bountiful,United States,-111.88373200000001,40.889988
Bourbonnais,United States,-87.8740055,41.161363
Bourg-en-Bresse,France,5.2440552,46.201054600000006
Bourg-la-Reine,France,2.441078,48.782070000000004
Bourges,France,2.395136,47.086155
Bourgtheroulde-Infreville,France,0.8854938,49.30764370000001
Bourne,United Kingdom,-0.264978,52.57071
Bourne,United States,-70.61386999999999,41.661699
Bourne End,United Kingdom,-0.70492,51.577127000000004
Bournemouth,United Kingdom,-1.848342875,50.738530749999995
Boutersem,Belgium,4.858537,50.832917
Bouïra,Algeria,3.8930870000000004,36.38207
Bovec,Slovenia,13.516238000000001,46.285013
Bovey Tracey,United Kingdom,-3.676075,50.592302000000004
Bowie,United States,-76.7685795,39.0155055
Bowling Green,United States,-85.16718281818181,38.971197000000004
Bowral,Australia,150.8155425,-34.176923
Bowraville,Australia,152.852196,-30.647875
Box Hill,Australia,145.114813,-37.814749
Boxberg,Germany,12.115181,50.432483
Boxmeer,Netherlands,5.938514,51.646899
Boxtel,Netherlands,5.32213185,51.592406100000005
Boyertown,United States,-75.568179,40.318606
Boynton Beach,United States,-80.11439949999999,26.52573333333333
Boyolali,Indonesia,110.58954399999999,-7.514938000000001
Bozeman,United States,-104.77827556206896,44.791369548275874
Bra,Italy,7.869136,44.6920515
Brackley,United Kingdom,-1.158052,52.031220000000005
Bracknell,United Kingdom,-0.7681055999999999,51.411084630000005
Bradenton,United States,-82.58813660000001,27.4666228
Bradford,United Kingdom,-1.7541663181818186,53.78997890909091
Bradford,United States,-78.672956,41.944174
Bradford-on-Avon,United Kingdom,-2.252675,51.347342
Bradley,United States,,
Braga,Portugal,-8.414834545454546,41.54310836363636
Bragança,Portugal,-6.768152000000001,41.796958000000004
Bragança Paulista,Brazil,-46.589243749999994,-22.959351750000003
Brahmapur,India,84.83930975,19.30699
Braine-l'Alleud,Belgium,4.405273,50.795227000000004
Braine-le-Château,Belgium,,
Brainerd,United States,-94.357477,46.69906766666667
Braintree,United Kingdom,0.540705,51.879833
Braintree,United States,-71.02125699999999,42.2181655
Bram,France,1.5397399999999999,49.634776
Bramhall,United Kingdom,-2.165033,53.35886800000001
Brampton,Canada,-79.7974517,43.699577500000004
Brampton,United Kingdom,-2.726783,54.939519
Bramsche,Germany,7.999519,52.399771
Brande,Denmark,9.110576,55.942424
Brandenburg,Germany,12.767251833333333,52.43022466666667
Brandon,Canada,-99.94209733333334,49.844309333333335
Brandon,United States,-82.289101,27.931451000000003
Brandywine,United States,-76.892576,38.86954
Brandýs nad Labem-Stará Boleslav,Czechia,14.657457999999998,50.1817975
Branford,United States,-72.770638275,41.297370525000005
Branson,United States,-93.2405,36.6181
Branston,United Kingdom,-0.476704,53.195914
Brantford,Canada,-80.2717065375,43.0829287125
Braník,Czechia,14.415896,50.027265
Brasov,Romania,25.583966500000002,45.659009
Brasschaat,Belgium,4.488611,51.297883
Brasília,Brazil,-48.40481180882353,-15.489311411764708
Brasília de Minas,Brazil,-47.920561000000006,-15.793332
Bratislava,Slovakia,17.13762903769634,48.15536418115185
Bratislava - Vajnory,Slovakia,17.08167875,48.14795025
Bratsk,Russia,101.759427,56.309562
Brattleboro,United States,-72.6253855,42.94340125
Brattvåg,Norway,6.445844,62.60452900000001
Braunschweig,Germany,10.516679592592592,52.31389014814815
Brawley,United States,-115.51972099999999,33.236363
Brazzaville,Republic of the Congo,15.25311325,-4.270549
Brea,United States,-117.87290820000001,33.91942
Brechin,United Kingdom,-2.61421,56.777003
Breckenridge,United States,,
Brecksville,United States,-81.64054499999999,41.293127
Brecon,United Kingdom,-3.246786,52.002549
Breda,Netherlands,4.817707688461538,51.64684415384616
Bredasdorp,South Africa,19.470499,-34.548912
Bredstedt,Germany,8.964869,54.61676
Bregenz,Austria,9.746137666666668,47.500724999999996
Breitenbach,Switzerland,7.543113000000001,47.405060999999996
Brekstad,Norway,9.663066,63.688514
Bremen,Germany,8.829673896666666,53.095099281666656
Bremerhaven,Germany,8.5862805,53.53544810000001
Bremerton,United States,-122.649615375,47.58852937500001
Brenham,United States,-96.40679499999999,30.161065
Brentwood,United Kingdom,0.3026433333333333,51.60893166666667
Brentwood,United States,-84.94844067272729,37.41767636363635
Brescia,Italy,10.229043352941176,45.535801
Bresso,Italy,9.1896585,45.5320275
Brest,Belarus,24.996886333333336,52.70860666666667
Brest,France,-4.488675111111111,48.37857461111111
Bretten,Germany,8.713550333333332,49.043144000000005
Breukelen,Netherlands,4.996653,52.168239
Brevard,United States,-82.74483833333333,35.22308433333334
Brewer,United States,-68.728524,44.770979
Brewster,United States,-70.116256,41.754766
Brewton,United States,-87.08641999999999,31.102729999999998
Brezno,Slovakia,19.543601000000002,48.808471000000004
Brezovica pri Ljubljani,Slovenia,14.404528500000001,46.0123145
Briarcliff Manor,United States,-73.812438,41.117067500000005
Brick Township,United States,-74.12595400000001,40.051317
Bridgend,United Kingdom,-3.5547347499999997,51.5057035
Bridgeport,United States,-73.79520975,41.05456041666666
Bridgeton,United States,,
Bridgetown,Barbados,-59.606393777777775,13.114020777777775
Bridgeview,United States,-87.759615,41.968664000000004
Bridgewater,United States,-74.69120210000001,40.507262000000004
Bridgnorth,United Kingdom,-2.421513,52.537748
Bridgton,United States,-70.70258299999999,44.067867
Bridgwater,United Kingdom,-2.99015375,51.137521750000005
Bridlington,United Kingdom,-0.216759,54.086838
Bridport,United Kingdom,-2.770057,50.741797999999996
Brienz,Switzerland,8.085649,46.74958
Brierley Hill,United Kingdom,-2.117854,52.4792285
Brig,Switzerland,7.85242025,46.476453
Brigantine,United States,-74.390946,39.395146999999994
Brigg,United Kingdom,-0.491691,53.551828
Brigham City,United States,-112.02131266666667,41.510026
Brighton,United Kingdom,-0.1277498,50.836192200000006
Brighton,United States,-84.83359060000001,42.52316
Brighton East,Australia,,
Brighton-Le-Sands,Australia,151.153701,-33.960609999999996
Brignais,France,4.768737000000001,45.68657
Briis-sous-Forges,France,2.1269669999999996,48.62441
Brimfield,United States,-72.204962,42.12165
Brindisi,Italy,17.91459,40.6241
Brinkley,United States,-91.14447833333334,34.87416466666667
Brisbane,Australia,153.01637365696203,-27.470765617721526
Brisbane,United States,-122.39211900000002,37.677711
Bristol,United Kingdom,-2.5671519317073175,51.48061927804876
Bristol,United States,-76.8512739,39.346695000000004
Brixen,Italy,11.647641,46.724382
Brixham,United Kingdom,-3.51413,50.389677
Brno,Czechia,16.54621268518517,49.20103152777776
Broadmeadows,Australia,144.949043,-37.821824
Broadview,United States,-87.84123449999998,41.8612555
Brockenhurst,United Kingdom,-1.569704,50.822014
Brockley,United Kingdom,-0.309176,51.630717
Brockport,United States,-77.950733,43.210065
Brockton,United States,-71.00898466666668,42.088636
Brockville,Canada,-75.75716249999999,44.9835745
Broderstorf,Germany,12.2573,54.089107999999996
Brodheadsville,United States,-75.407584,40.928433
Broken Arrow,United States,-95.819311,36.074337
Broken Hill,Australia,141.4616088,-31.951488499999996
Bromma,Sweden,17.733730384615384,59.15931092307692
Bromont,Canada,-72.73120899999999,45.250344
Bromsgrove,United Kingdom,-2.029349,52.339197999999996
Bromyard,United Kingdom,-2.506916,52.186491
Bron,France,4.907201222222223,45.74015927777778
Bronxville,United States,-73.83474000000001,40.938280000000006
Brookfield,United States,-84.396272875,42.514611875
Brookhaven,United States,-72.962779,40.763151
Brookings,United States,-96.77683239999999,44.310477
Brookline,United States,-71.12591088235294,42.33406147058823
Brooklyn,United States,-74.13576524731184,40.67207506451612
Brooklyn Center,United States,-93.332114,45.07721
Brooklyn Park,United States,-93.39063533333332,45.09623333333334
Brooksville,United States,-82.479811,28.5079685
Brookville,United States,-73.5891,40.818465
Broomall,United States,-75.343969,39.9642065
Broome,Australia,122.24039099999999,-17.954394
Broomfield,United States,-105.10768250000001,39.92165464285715
Brossard,Canada,-73.46214359999999,45.4534364
Brotas,Brazil,,
Broumov,Czechia,16.335552500000002,50.581004
Broussard,United States,-91.973373,30.166559000000003
Browning,United States,-113.341162,48.6745095
Browns Mills,United States,-74.585651,39.976409000000004
Brownsburg,United States,-85.67400500000001,38.883077
Brownsville,United States,-94.49643300000001,31.80802566666667
Brownwood,United States,-98.98700000000001,31.715999999999998
Broxburn,United Kingdom,-3.5523569999999998,55.919982999999995
Bruchsal,Germany,8.02926,49.718795
Bruges,Belgium,3.2217083333333334,51.203283
Brugg,Switzerland,8.209622,47.482935
Brugherio,Italy,9.284407,45.548976
Bruhagen,Norway,7.5748715,63.0659505
Brummen,Netherlands,6.134664,52.07482
Brumovice,Czechia,17.8273,49.9780215
Brumunddal,Norway,10.938019,60.882135999999996
Bruneck,Italy,11.936625,46.800348
Brunnthal,Germany,11.665035000000001,48.041616
Brunoy,France,2.356419,48.844373
Brunssum,Netherlands,5.980059,50.952844
Brunswick,United States,-74.74239683333333,38.61571741666667
Bruntál,Czechia,17.462889,49.988452
Brush,United States,-103.649476,40.255675
Brusque,Brazil,-48.885158000000004,-27.066881
Brussels,Belgium,4.379611590112363,50.84111763483146
Bruyères-le-Châtel,France,2.202622,48.595321999999996
Bruz,France,-1.7435457142857143,48.04653785714286
Bruzolo,Italy,,
Brušperk,Czechia,18.218678,49.703582
Bry-sur-Marne,France,2.3504099999999997,48.875758000000005
Bryan,United States,-93.71219888888889,33.05487733333333
Bryansk,Russia,34.30383571428572,53.25433599999999
Bryn Athyn,United States,-75.066652,40.1483245
Bryn Mawr,United States,-75.3219365,40.02183283333333
Bryne,Norway,5.649424833333334,58.7362215
Brzeziny,Poland,19.750344000000002,51.797178
Brøndby,Denmark,12.434308857142856,55.66425542857143
Brønnøysund,Norway,12.169969666666667,65.44891866666667
Brügg,Switzerland,7.263591,47.120778
Brühl,Germany,6.9048532499999995,50.835286749999995
Brüttisellen,Switzerland,8.629062999999999,47.4194285
Bubendorf,Switzerland,7.731683,47.4423615
Bubwith,United Kingdom,-0.916256,53.818563
Buc,France,2.123239,48.765172
Bucaramanga,Colombia,-73.2379109090909,7.121379454545456
Buccino,Italy,16.226371,39.358678999999995
Buchanan,United States,-82.006268,37.212694
Bucharest,Romania,26.085816385849064,44.44599820566035
Bucheon-si,South Korea,126.7937406,37.490325
Buchholz in der Nordheide,Germany,,
Buchlovice,Czechia,17.352058500000002,49.078458499999996
Buchs,Switzerland,9.005077333333332,47.247842
Buckfastleigh,United Kingdom,-3.7786800000000005,50.492521
Buckhannon,United States,-80.21751400000001,38.990654
Buckhurst Hill,United Kingdom,0.032211000000000004,51.6243289
Buckie,United Kingdom,-2.980559,57.668645
Buckingham,United Kingdom,-0.9386435714285714,51.952553
Buckingham,United States,-78.347352,37.681788
Bucksport,United States,-68.795434,44.572340000000004
Bucuresti,Romania,26.09844404166667,44.44261212500001
Bucureşci,Romania,26.13795,44.406159
Buda,United States,-97.84881899999999,30.091119999999997
Budakalász,Hungary,19.04709,47.62048
Budakeszi,Hungary,18.919055,47.519573
Budapest,Hungary,19.028349129963907,47.498516243321305
Budaörs,Hungary,18.936183,47.457417
Budd Lake,United States,,
Bude,United Kingdom,-4.517775,50.830537
Buderim,Australia,153.0547554,-26.685705849999998
Budišov nad Budišovkou,Czechia,17.614928,49.796796
Budleigh Salterton,United Kingdom,-3.3270493333333335,50.64686966666667
Buea,Cameroon,9.274845666666666,4.155198666666667
Buellton,United States,-120.2019885,34.610473
Buena,United States,-74.904039,39.492216
Buena Park,United States,-118.016257,33.8441115
Buena Vista,United States,-92.738535,38.281057499999996
Buenaventura,Colombia,-121.313029,37.979853000000006
Buenos Aires,Argentina,-58.454337073611086,-34.669912302083326
Buffalo,United States,-78.83785672000002,42.92199322000001
Buffalo Grove,United States,-87.960064575,42.187584025
Buhera,Zimbabwe,31.652352,-19.258157
Buies Creek,United States,-78.7403,35.4099
Buikwe,Uganda,32.782773999999996,0.5239189999999999
Builth Wells,United Kingdom,-3.406793,52.160748999999996
Bujumbura,Burundi,29.42451609090909,-3.385853818181818
Bukavu,Democratic Republic of the Congo,28.73202585714286,-2.4339067142857145
Bukhara,Uzbekistan,64.4228455,39.76678
Bukittinggi,Indonesia,100.370012,-0.285423
Bukowiec,Poland,19.667068,51.690944
Bulandshahr,India,77.710858,28.336569
Bulawayo,Zimbabwe,28.50779083333333,-19.95647166666667
Bulle,Switzerland,7.035906,46.622246999999994
Bunbury,Australia,115.63835,-33.327399
Bundaberg,Australia,152.35861200000002,-24.888014000000002
Bundanoon,Australia,150.3012,-34.652586
Bundoora,Australia,145.072584,-37.704291
Bungay,United Kingdom,1.436544,52.456557999999994
Bungoma,Kenya,34.545649000000004,0.589846
Bunia,Democratic Republic of the Congo,30.24512,1.5535649999999999
Bunnell,United States,-81.266541,29.491559999999996
Bunnik,Netherlands,5.2366914,52.082293400000005
Buntingford,United Kingdom,0.034502,51.935862
Buraidah,Saudi Arabia,43.872955000000005,26.3628475
Buraimi,Oman,55.835593,24.236081499999997
Burao,Somalia,45.535962,9.529651
Burbank,United States,-118.32436114285713,34.18057128571428
Burdur,Turkey,30.27163,37.714358000000004
Bures-sur-Yvette,France,2.1720725,48.696957499999996
Burgas,Bulgaria,27.4567225,42.4660035
Burgau,Germany,10.406469,48.435441
Burgaw,United States,,
Burgdorf,Switzerland,7.6242790000000005,47.049101
Burgersdorp,South Africa,26.072444,-31.149410500000002
Burgess Hill,United Kingdom,-0.142969,50.9546215
Burghaslach,Germany,10.604951,49.734978999999996
Burghaun,Germany,9.724099,50.700617
Burghausen,Germany,12.84074,48.168471999999994
Burglengenfeld,Germany,12.044239,49.208936
Burgos,Spain,-3.69975695,42.352648775
Burgstall,Italy,,
Burien,United States,-122.3308245,47.5615885
Buriram,Thailand,103.10003499999999,14.990438000000001
Burke,United States,-77.297844,38.789654999999996
Burleigh Waters,Australia,153.440652,-28.097355
Burlingame,United States,-122.3627530769231,37.61365084615385
Burlington,Canada,-79.77903683333334,43.40518811111111
Burlington,United States,-73.45819160465116,42.95737062790697
Burnaby,Canada,-122.98919676086953,49.28709395652174
Burnham-on-Sea,United Kingdom,-2.9941880000000003,51.239053000000006
Burnie,Australia,145.8818,-41.0471
Burnley,United Kingdom,-2.2418876666666665,53.80079666666666
Burnopfield,United Kingdom,-1.7299509999999998,54.898065
Burns,United States,-118.984828,43.4128905
Burnsville,United States,-93.272446,44.749058000000005
Burntisland,United Kingdom,-3.236446,56.057131000000005
Burr Ridge,United States,-87.91335933333333,41.758780333333334
Bursa,Turkey,29.049718,40.19613999999999
Burscheid,Germany,7.100714,51.085351
Burswood,Australia,115.783898,-31.9827
Burton,United States,-81.14290799999999,41.484105
Burton-on-Trent,United Kingdom,-1.705426,52.78596916666667
Burtonsville,United States,-76.930984,39.1059535
Bury,United Kingdom,-2.286598,53.59348500000001
Bury St Edmunds,United Kingdom,0.7132584,52.2221812
Busan,South Korea,129.06188103333335,35.19233693333334
Bushenyi,Uganda,30.137778000000004,-0.544445
Bushey,United Kingdom,-0.4246775,51.600122999999996
Busnago,Italy,,
Bussolengo,Italy,10.865075,45.448240000000006
Bussum,Netherlands,5.15421275,52.273954749999994
Busto Arsizio,Italy,8.847380666666666,45.62423799999999
Butare,Rwanda,29.739186,-2.6134245
Butembo,Democratic Republic of the Congo,29.283457000000002,0.129304
Butler,United States,-79.97507949999999,40.762558999999996
Butte,United States,-112.53352757142855,46.02456328571428
Butterworth,South Africa,28.22822,-32.419474
Buttigliera Alta,Italy,,
Buttrio,Italy,13.33705,46.01828
Butuan,Philippines,125.5693645,8.9522905
Buxtehude,Germany,9.6987738,53.467681999999996
Buxton,United Kingdom,-1.989364857142857,53.47203357142858
Buyeo,South Korea,126.89691300000001,36.308982
Buzau,Romania,26.805155,45.149389
Buzzards Bay,United States,-70.62435699999999,41.739939
Buštěhrad,Czechia,14.180908,50.156258
Byblos,Lebanon,35.694336,34.14611
Bydgoszcz,Poland,18.01299633333333,53.12477891666666
Byfleet,United Kingdom,-0.47994899999999996,51.347597
Byron,United States,-89.256479,42.126834
Bystřice,Czechia,16.913099000000003,49.656915999999995
Bystřice pod Hostýnem,Czechia,17.671067,49.397785
Bytom,Poland,18.9117975,50.340824500000004
Bytča,Slovakia,18.553778,49.217059000000006
Byurakan,Armenia,44.269633,40.330441
Bzenec,Czechia,17.300904,48.984071
Bègles,France,-0.543665,44.81792
Bécancour,Canada,-72.376416,46.385233
Béchar,Algeria,-2.2328200000000002,31.604238
Béjaïa,Algeria,5.040857,36.755458000000004
Béthune,France,2.652926933333333,50.53112083333334
Béziers,France,3.254181,43.341158
Bílovec,Czechia,18.02019,49.760828000000004
Böblingen,Germany,9.005569714285715,48.68409357142857
Bönnigheim,Germany,9.117308,49.039328999999995
Bø,Norway,9.169844,59.4182835
Büchenbeuren,Germany,7.252214,49.925990999999996
Büdingen,Germany,,
Bühl,Germany,8.177200500000001,48.689576
Bürglen,Switzerland,7.1716050000000005,46.801235999999996
Bützow,Germany,12.001719999999999,53.828216000000005
Büyükçekmece,Turkey,28.500186,41.056262
Bābolsar,Iran,52.646133999999996,36.699644
Bāmyān,Afghanistan,67.833985,34.804469
Bānka,India,87.0044425,25.244405
Bānkura,India,87.037529,23.23385
Bārākpur,India,88.38149049999998,22.77026
Bălţi,Moldova,27.921251,47.754515000000005
Bīr Zayt,Palestinian Territory,35.180706,31.958692
Błonie,Poland,20.64251,52.233265
Břasy,Czechia,13.581150999999998,49.8354975
Břeclav,Czechia,16.787901166666668,48.8308075
Březnice,Czechia,13.961053,49.560371999999994
Březno,Czechia,15.002711999999999,50.4151295
Březová,Czechia,17.821304,49.782944
Břidličná,Czechia,,
Būkān,Iran,46.199943,36.487956
Bū’īn Zahrā,Iran,50.0760655,35.7595225
Bắc Ninh,Vietnam,106.02048,21.144271
Cabanatuan City,Philippines,120.939006,15.448625
Cabariot,France,-0.858867,45.920677000000005
Cabimas,Venezuela,-71.51785100000001,10.675464999999999
Cabitan,Philippines,123.324579,12.255887
Cabo Frio,Brazil,-42.062948999999996,-22.885291
Caboolture,Australia,152.835451,-26.541272999999997
Cabudare,Venezuela,-69.270891,10.025385
Cabuyao,Philippines,121.112637,14.243965
Cachan,France,2.3272016666666664,48.78968222222223
Cache,United States,-98.633398,34.625959
Cachoeirinha,Brazil,-47.765879,-6.114408
Cacoal,Brazil,-61.437245999999995,-11.44537
Cadempino,Switzerland,8.930057000000001,46.032427
Cadillac,United States,-85.40037099999999,44.251319
Cadiz,Spain,-6.2213336,36.5517526
Cadolzburg,Germany,10.883080999999999,49.464298
Caen,France,-0.3676793307692308,49.200149630769225
Caerleon,United Kingdom,-2.964271,51.613768
Caerphilly,United Kingdom,-3.2352673333333333,51.60076633333333
Caesarea,Israel,34.9339805,32.500586
Cagayan de Oro,Philippines,124.652134,8.483500999999999
Cagliari,Italy,9.1153605,39.235417
Caguas,United States,-66.0382975,18.228113
Caher,Ireland,-7.917471000000001,52.377835
Cahors,France,1.428084,44.469177
Cahul,Moldova,,
Cairns,Australia,145.75207220000001,-16.8984002
Cairo,Egypt,31.41754538759689,30.046918813953482
Cairo,United States,-84.179722,30.885902
Cajamar,Brazil,-46.8349745,-23.364337
Cajamarca,Peru,-78.50551100000001,-7.1614070000000005
Cajati,Brazil,-48.107081,-24.725407
Calabar,Nigeria,8.335431,4.9419875
Calabasas,United States,-118.66822814285715,34.14646942857143
Calahorra,Spain,,
Calais,United States,-67.243,45.166000000000004
Calbayog City,Philippines,124.596681,12.071477
Calceta,Ecuador,-80.186284,-0.826383
Caldas,Colombia,-75.63892,6.099957
Caldas da Rainha,Portugal,-9.105027,39.381947
Caldicot,United Kingdom,-2.756996,51.5900175
Caldwell,United States,-102.58781833333335,42.69939366666667
Caledonia,United States,,
Calella,Spain,2.657357,41.614946
Calenzano,Italy,11.177829,43.853737
Calexico,United States,-115.492522,32.673352
Calgary,Canada,-114.13819193253973,51.03702679365079
Calhoun,United States,-84.926283,34.510426
California,United States,-77.634636,38.888574
California City,United States,-121.69919616666668,37.571516333333335
Callao,Peru,-77.13361175,-12.052859
Callington,United Kingdom,-4.514551333333333,50.50008833333334
Calmar,United States,-91.865402,43.163458
Caloc-an,Philippines,121.02055333333334,14.722150666666666
Caluire-et-Cuire,France,4.8382112,45.78509995
Calumet City,United States,-87.53513199999999,41.618712
Calverton,United States,-76.9400885,39.0510595
Calw,Germany,8.739571,48.714289
Camagüey,Cuba,-77.934147,21.386481
Camaiore,Italy,10.223991,43.914276
Camarillo,United States,-118.96609577777778,34.174920111111106
Camas,United States,-122.4608,45.59324
Camberley,United Kingdom,-0.7623755999999999,51.3308172
Camberwell,Australia,145.0647594,-37.8380352
Cambiano,Italy,7.7658320000000005,44.969097999999995
Cambourne,United Kingdom,-0.073017,52.220417999999995
Cambridge,Australia,147.483365,-42.830581
Cambridge,Canada,-80.31629258333335,43.385759
Cambridge,United Kingdom,-1.7301016712328767,51.92501622831051
Cambridge,United States,-71.53286583263151,42.34694872736841
Cambuí,Brazil,-47.047675,-22.896395000000002
Camden,United States,-75.53658084615385,40.10866638461539
Camelford,United Kingdom,-4.682722,50.623712
Cameri,Italy,,
Camerino,Italy,13.068611,43.135833
Cameron Park,United States,,
Camerton,United Kingdom,-2.4539590000000002,51.314838
Camilla,United States,-84.214646,31.241938
Camp Hill,United States,-76.904155,40.2635065
Campbell,United States,-121.94893842857144,37.28115942857143
Campbell River,Canada,-125.2408418,50.0250624
Campbellsville,United States,-85.342791,37.3552995
Campbelltown,Australia,146.76673266666668,-34.346471333333334
Campeche,Mexico,-90.56290933333332,19.816005666666666
Camperdown,Australia,151.15471684444444,-33.892610555555564
Campina Grande,Brazil,-35.920635399999995,-7.2172022
Campinas,Brazil,-47.06385771910114,-22.87048775280898
Campo Grande,Brazil,-54.60610549999999,-20.456771333333332
Campo Limpo Paulista,Brazil,-46.77728,-23.210404999999998
Campobasso,Italy,14.665582333333333,41.55732033333333
Campos dos Goytacazes,Brazil,-41.291453000000004,-21.761537
Can Tho,Vietnam,105.768775,10.032111
Canaan,United States,,
Canals,Spain,,
Canandaigua,United States,-77.2768145,42.895583
Cananéia,Brazil,-47.926935,-25.006283
Canberra,Australia,148.53669327599644,-34.89044658574474
Cancún,Mexico,-86.83466466666668,21.134223
Candiac,Canada,,
Candiolo,Italy,7.567128,44.966224
Canfranc,Spain,-0.5164529999999999,42.749277
Cangas del Narcea,Spain,-6.5417309999999995,43.165787
Cangshan,China,119.294647,26.067381
Cangzhou,China,116.82235833333334,38.30492466666667
Canmore,Canada,-115.3561875,51.090939500000005
Cannanore,India,75.43669599999998,11.872272500000001
Cannes,France,6.9827115,43.5574825
Cannock,United Kingdom,-2.0278108,52.6915724
Canoas,Brazil,-51.170978999999996,-29.902025000000002
Canoga Park,United States,-118.57470900000001,34.212933
Canonsburg,United States,-80.16595233333334,40.274791666666665
Canso,Canada,-60.994580000000006,45.336601
Cantanhede,Portugal,-8.578904,40.3601466
Canterbury,Australia,145.07359,-37.821402
Canterbury,United Kingdom,1.079493260869565,51.26185195652174
Canterbury,United States,-71.49,43.358889000000005
Canton,United States,-82.0951782857143,40.381286714285714
Canyon,United States,-101.9154395,34.982397500000005
Cao Lanh,Vietnam,105.6454255,10.4465195
Cap-Haïtien,Haiti,-72.36036700000001,19.698794
Caparica,Portugal,-9.199663000000001,38.6641214
Cape Canaveral,United States,-80.60499166666666,28.39676733333333
Cape Coast,Ghana,-1.2808765,5.128654
Cape Coral,United States,-81.94064499999999,26.640722999999998
Cape Girardeau,United States,-89.54668233333332,37.30993433333333
Cape May,United States,,
Cape Town,South Africa,18.562803704225356,-32.82797338028168
Capelle aan den IJssel,Netherlands,4.57253485,51.939011175
Capitol Heights,United States,-76.942662,38.864295
Capitola,United States,-121.95549299999999,36.981962
Capivari,Brazil,-47.526406,-23.0116
Captain Cook,United States,-155.913544,19.490776999999998
Capua,Italy,14.180029000000001,41.121437
Caracas,Venezuela,-67.04014433333333,10.402747727272725
Caraguatatuba,Brazil,-45.379544,-23.613191
Carasco,Italy,,
Caratinga,Brazil,-42.134837,-19.749182
Carbondale,United States,-88.81192411111113,37.548405111111116
Carbonera,Italy,12.286077,45.732597
Carbonia,Italy,8.506886,39.186668
Cardiff,United Kingdom,-3.1880769539682543,51.49886253809525
Cardigan,United Kingdom,-4.667274,52.070624
Cardston,Canada,-113.33425600000001,49.253009999999996
Carefree,United States,-111.909378,33.824073999999996
Caribou,United States,-68.008038,46.879857
Carignan,France,5.147226,49.648544
